Plant,Posting Date,Pounds,Material Number,Description
1596,8/15/23,97510,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/15/23,197800,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/15/23,900,10098766000,Dried Chicken Cartilage Mix
1596,8/15/23,46000,10156171991,Chicken Fat
1596,8/16/23,134740,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/16/23,157090,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/16/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,8/16/23,252140,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/16/23,197060,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/16/23,700,10098766000,Dried Chicken Cartilage Mix
1596,8/16/23,91900,10156171991,Chicken Fat
1596,8/17/23,85760,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/17/23,145060,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/17/23,349980,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/17/23,148040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/17/23,700,10098766000,Dried Chicken Cartilage Mix
1596,8/17/23,46040,10156171991,Chicken Fat
1596,8/18/23,181200,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/18/23,50020,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/18/23,46040,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,8/18/23,23038,10098560142,Chicken Fat with BHA 1000
1596,8/18/23,200060,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/18/23,150100,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/18/23,750,10098766000,Dried Chicken Cartilage Mix
1596,8/19/23,45980,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/19/23,257670,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/19/23,710099,10098560142,Chicken Fat with BHA 1000
1596,8/19/23,410000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/19/23,145700,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/20/23,184080,10098560142,Chicken Fat with BHA 1000
1596,8/20/23,98360,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/21/23,43020,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/21/23,50200,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/21/23,99920,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/21/23,600,10098766000,Dried Chicken Cartilage Mix
1596,8/21/23,45940,10156171991,Chicken Fat
1596,8/22/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,8/22/23,132480,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/22/23,151180,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/22/23,700,10098766000,Dried Chicken Cartilage Mix
1596,8/22/23,92140,10156171991,Chicken Fat
1596,8/23/23,43040,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/23/23,85270,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/23/23,200000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/23/23,148740,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/23/23,650,10098766000,Dried Chicken Cartilage Mix
1596,8/23/23,46000,10156171991,Chicken Fat
1596,8/24/23,46020,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/24/23,90080,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,8/24/23,398400,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/24/23,195800,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/24/23,500,10098766000,Dried Chicken Cartilage Mix
1596,8/24/23,45940,10156171991,Chicken Fat
1596,8/25/23,88040,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/25/23,241920,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/25/23,163581,10098560142,Chicken Fat with BHA 1000
1596,8/25/23,197740,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/25/23,99040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/25/23,650,10098766000,Dried Chicken Cartilage Mix
1596,8/26/23,46040,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/26/23,317200,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/26/23,750509,10098560142,Chicken Fat with BHA 1000
1596,8/26/23,411460,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/26/23,99820,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/27/23,138020,10098560142,Chicken Fat with BHA 1000
1596,8/27/23,149040,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/27/23,101160,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/28/23,99800,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/28/23,49980,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/28/23,600,10098766000,Dried Chicken Cartilage Mix
1596,8/28/23,138160,10156171991,Chicken Fat
1596,8/29/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/29/23,184160,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/29/23,201820,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/29/23,46000,10156171991,Chicken Fat
1596,8/30/23,181080,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,8/30/23,249580,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/30/23,97100,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/30/23,91960,10156171991,Chicken Fat
1596,8/31/23,107920,10060570145,Hydrolyzed Chicken Feather Meal
1596,8/31/23,32111,10098560142,Chicken Fat with BHA 1000
1596,8/31/23,396820,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,8/31/23,49940,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,8/31/23,91820,10156171991,Chicken Fat
1596,9/1/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/1/23,140580,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/1/23,93060,10098560142,Chicken Fat with BHA 1000
1596,9/1/23,150240,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/1/23,100080,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/1/23,45000,10156171991,Chicken Fat
1596,9/2/23,232400,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/2/23,719264,10098560142,Chicken Fat with BHA 1000
1596,9/2/23,710144,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/2/23,49980,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/2/23,91800,10156171991,Chicken Fat
1596,9/3/23,138000,10098560142,Chicken Fat with BHA 1000
1596,9/3/23,50000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/3/23,46740,10156171991,Chicken Fat
1596,9/4/23,92000,10098560142,Chicken Fat with BHA 1000
1596,9/4/23,92000,10156171991,Chicken Fat
1596,9/5/23,297240,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/5/23,500,10098766000,Dried Chicken Cartilage Mix
1596,9/5/23,92060,10156171991,Chicken Fat
1596,9/6/23,88940,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/6/23,12480,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/6/23,45980,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/6/23,48020,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/6/23,600,10098766000,Dried Chicken Cartilage Mix
1596,9/6/23,92160,10156171991,Chicken Fat
1596,9/7/23,42880,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/7/23,142880,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/7/23,45520,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/7/23,133716,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/7/23,148900,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/7/23,650,10098766000,Dried Chicken Cartilage Mix
1596,9/7/23,46000,10156171991,Chicken Fat
1596,9/8/23,46340,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/8/23,96060,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/8/23,392960,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/8/23,345040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/8/23,600,10098766000,Dried Chicken Cartilage Mix
1596,9/8/23,46000,10156171991,Chicken Fat
1596,9/9/23,43360,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/9/23,288190,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/9/23,638789,10098560142,Chicken Fat with BHA 1000
1596,9/9/23,798366,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/9/23,97420,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/9/23,550,10098766000,Dried Chicken Cartilage Mix
1596,9/10/23,46000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/10/23,138140,10098560142,Chicken Fat with BHA 1000
1596,9/10/23,151420,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/11/23,46000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/11/23,92000,10098560142,Chicken Fat with BHA 1000
1596,9/11/23,50280,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/11/23,98700,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/11/23,500,10098766000,Dried Chicken Cartilage Mix
1596,9/11/23,92100,10156171991,Chicken Fat
1596,9/12/23,46160,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/12/23,197060,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/12/23,850,10098766000,Dried Chicken Cartilage Mix
1596,9/12/23,91920,10156171991,Chicken Fat
1596,9/13/23,91740,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/13/23,46070,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/13/23,100774,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/13/23,50060,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/13/23,600,10098766000,Dried Chicken Cartilage Mix
1596,9/13/23,92000,10156171991,Chicken Fat
1596,9/14/23,246840,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/14/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/14/23,202387,10098560142,Chicken Fat with BHA 1000
1596,9/14/23,200380,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/14/23,199860,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/14/23,650,10098766000,Dried Chicken Cartilage Mix
1596,9/14/23,89280,10156171991,Chicken Fat
1596,9/15/23,90300,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/15/23,96220,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/15/23,46020,10098560142,Chicken Fat with BHA 1000
1596,9/15/23,401100,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/15/23,100340,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/15/23,750,10098766000,Dried Chicken Cartilage Mix
1596,9/15/23,2000,10156171991,Chicken Fat
1596,9/16/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/16/23,159600,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/16/23,500880,10098560142,Chicken Fat with BHA 1000
1596,9/16/23,815490,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/16/23,100040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/17/23,46000,10098560142,Chicken Fat with BHA 1000
1596,9/17/23,190320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/17/23,46020,10156171991,Chicken Fat
1596,9/18/23,87020,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/18/23,45980,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/18/23,92000,10098560142,Chicken Fat with BHA 1000
1596,9/18/23,50220,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/18/23,50040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/18/23,500,10098766000,Dried Chicken Cartilage Mix
1596,9/19/23,29300,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/19/23,185430,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/19/23,50020,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/19/23,600,10098766000,Dried Chicken Cartilage Mix
1596,9/19/23,92140,10156171991,Chicken Fat
1596,9/20/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/20/23,142880,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/20/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/20/23,97080,10098560142,Chicken Fat with BHA 1000
1596,9/20/23,297520,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/20/23,97200,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/20/23,800,10098766000,Dried Chicken Cartilage Mix
1596,9/20/23,46140,10156171991,Chicken Fat
1596,9/21/23,43080,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/21/23,97460,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/21/23,46040,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/21/23,138060,10098560142,Chicken Fat with BHA 1000
1596,9/21/23,399340,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/21/23,49920,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/21/23,850,10098766000,Dried Chicken Cartilage Mix
1596,9/21/23,91780,10156171991,Chicken Fat
1596,9/22/23,46020,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/22/23,192800,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/22/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/22/23,300000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/22/23,45300,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/22/23,650,10098766000,Dried Chicken Cartilage Mix
1596,9/23/23,254000,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/23/23,767928,10098560142,Chicken Fat with BHA 1000
1596,9/23/23,368300,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/23/23,600,10098766000,Dried Chicken Cartilage Mix
1596,9/24/23,45440,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/24/23,184700,10098560142,Chicken Fat with BHA 1000
1596,9/24/23,100000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/25/23,88980,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/25/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/25/23,137980,10098560142,Chicken Fat with BHA 1000
1596,9/25/23,200320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/25/23,100120,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/25/23,550,10098766000,Dried Chicken Cartilage Mix
1596,9/25/23,91060,10156171991,Chicken Fat
1596,9/26/23,327560,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/26/23,250680,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/26/23,750,10098766000,Dried Chicken Cartilage Mix
1596,9/26/23,91960,10156171991,Chicken Fat
1596,9/27/23,42740,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/27/23,348120,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/27/23,50020,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/27/23,700,10098766000,Dried Chicken Cartilage Mix
1596,9/27/23,46040,10156171991,Chicken Fat
1596,9/28/23,88960,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,9/28/23,129240,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/28/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,9/28/23,199640,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/28/23,97960,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/28/23,800,10098766000,Dried Chicken Cartilage Mix
1596,9/28/23,138120,10156171991,Chicken Fat
1596,9/29/23,143440,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/29/23,152052,10098560142,Chicken Fat with BHA 1000
1596,9/29/23,294520,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/29/23,100000,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,9/29/23,500,10098766000,Dried Chicken Cartilage Mix
1596,9/30/23,169840,10060570145,Hydrolyzed Chicken Feather Meal
1596,9/30/23,642086,10098560142,Chicken Fat with BHA 1000
1596,9/30/23,695080,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,9/30/23,550,10098766000,Dried Chicken Cartilage Mix
1596,10/1/23,45980,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/1/23,44440,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/1/23,45980,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/1/23,90880,10098560142,Chicken Fat with BHA 1000
1596,10/1/23,98820,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/2/23,47740,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/2/23,150320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/2/23,195060,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/2/23,250,10098766000,Dried Chicken Cartilage Mix
1596,10/2/23,135840,10156171991,Chicken Fat
1596,10/3/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/3/23,97180,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/3/23,147120,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/3/23,750,10098766000,Dried Chicken Cartilage Mix
1596,10/3/23,91000,10156171991,Chicken Fat
1596,10/4/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/4/23,20100,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/4/23,92040,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/4/23,2194,10098560142,Chicken Fat with BHA 1000
1596,10/4/23,296060,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/4/23,97660,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/4/23,850,10098766000,Dried Chicken Cartilage Mix
1596,10/4/23,92260,10156171991,Chicken Fat
1596,10/5/23,46020,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/5/23,197520,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/5/23,91900,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/5/23,183720,10098560142,Chicken Fat with BHA 1000
1596,10/5/23,298520,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/5/23,800,10098766000,Dried Chicken Cartilage Mix
1596,10/5/23,90920,10156171991,Chicken Fat
1596,10/6/23,44840,10000057321,Chicken Fat with BHA 1000
1596,10/6/23,41220,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/6/23,144400,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/6/23,46100,10098560142,Chicken Fat with BHA 1000
1596,10/6/23,300140,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/6/23,750,10098766000,Dried Chicken Cartilage Mix
1596,10/7/23,153320,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/7/23,569751,10098560142,Chicken Fat with BHA 1000
1596,10/7/23,678788,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/7/23,51360,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/8/23,46160,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/8/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/8/23,184460,10098560142,Chicken Fat with BHA 1000
1596,10/8/23,150260,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/8/23,101840,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/8/23,45980,10156171991,Chicken Fat
1596,10/9/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/9/23,100080,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/9/23,100020,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/9/23,750,10098766000,Dried Chicken Cartilage Mix
1596,10/10/23,43160,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/10/23,34720,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/10/23,45980,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/10/23,66112,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/10/23,150020,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/10/23,250,10098766000,Dried Chicken Cartilage Mix
1596,10/10/23,92060,10156171991,Chicken Fat
1596,10/11/23,89280,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/11/23,139540,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/11/23,92020,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/11/23,291480,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/11/23,150460,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/11/23,700,10098766000,Dried Chicken Cartilage Mix
1596,10/11/23,42020,10156171991,Chicken Fat
1596,10/12/23,139420,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/12/23,112189,10098560142,Chicken Fat with BHA 1000
1596,10/12/23,299280,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/12/23,148360,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/12/23,91520,10156171991,Chicken Fat
1596,10/13/23,42980,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/13/23,146900,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/13/23,45460,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/13/23,227200,10098560142,Chicken Fat with BHA 1000
1596,10/13/23,250980,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/13/23,50820,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/13/23,1350,10098766000,Dried Chicken Cartilage Mix
1596,10/13/23,45800,10156171991,Chicken Fat
1596,10/14/23,102600,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/14/23,472283,10098560142,Chicken Fat with BHA 1000
1596,10/14/23,475780,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/14/23,100040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/14/23,550,10098766000,Dried Chicken Cartilage Mix
1596,10/15/23,137940,10098560142,Chicken Fat with BHA 1000
1596,10/15/23,50000,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/16/23,45800,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/16/23,45840,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/16/23,117140,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/16/23,1000,10098766000,Dried Chicken Cartilage Mix
1596,10/16/23,46000,10156171991,Chicken Fat
1596,10/17/23,46020,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/17/23,129460,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/17/23,400520,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/17/23,50000,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/17/23,2300,10098766000,Dried Chicken Cartilage Mix
1596,10/17/23,46000,10156171991,Chicken Fat
1596,10/18/23,48040,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/18/23,46020,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/18/23,217337,10098560142,Chicken Fat with BHA 1000
1596,10/18/23,249520,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/18/23,147000,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/18/23,900,10098766000,Dried Chicken Cartilage Mix
1596,10/18/23,92000,10156171991,Chicken Fat
1596,10/19/23,43000,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/19/23,97420,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/19/23,226880,10098560142,Chicken Fat with BHA 1000
1596,10/19/23,298140,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/19/23,193740,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/19/23,800,10098766000,Dried Chicken Cartilage Mix
1596,10/19/23,45880,10156171991,Chicken Fat
1596,10/20/23,43660,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/20/23,145200,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/20/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/20/23,45860,10098560142,Chicken Fat with BHA 1000
1596,10/20/23,202600,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/20/23,48020,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/20/23,850,10098766000,Dried Chicken Cartilage Mix
1596,10/20/23,46480,10156171991,Chicken Fat
1596,10/21/23,180090,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/21/23,403077,10098560142,Chicken Fat with BHA 1000
1596,10/21/23,388320,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/21/23,50040,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/21/23,700,10098766000,Dried Chicken Cartilage Mix
1596,10/22/23,45640,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/22/23,137940,10098560142,Chicken Fat with BHA 1000
1596,10/22/23,148400,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/22/23,600,10098766000,Dried Chicken Cartilage Mix
1596,10/23/23,91960,10098560142,Chicken Fat with BHA 1000
1596,10/23/23,150800,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/23/23,99120,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/23/23,1750,10098766000,Dried Chicken Cartilage Mix
1596,10/23/23,46040,10156171991,Chicken Fat
1596,10/24/23,43240,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/24/23,52770,10060570145,Hydrolyzed Chicken Feather Meal
1596,10/24/23,46000,10060790142,Chicken Fat Natural Mix Tocopherols 900
1596,10/24/23,152180,10098710145,Chicken By-Product Meal with BHA BHT 500
1596,10/24/23,100820,10098720142,Chicken By-Product Meal with Natural Mixed Tocopherals 1200 ppm
1596,10/24/23,1000,10098766000,Dried Chicken Cartilage Mix
1596,10/24/23,92200,10156171991,Chicken Fat
1596,10/25/23,46020,10000057329,Chicken Fat Mixed Tocopherols 1500 
1596,10/25/23,98000,10060570145,Hydrolyzed Chicken Feather Meal
